sample,rho
97,0.020008521555090693
98,0.0645957934521926
99,0.0007125451925722046
100,0.027844696722386215
101,0.06675489558128038
102,0.05068644227609439
103,0.008176266674018655
104,0.0010633699749809193
105,0.017482179045486844
106,0.02320270832088209
107,0.02693373926214055
108,-0.010949113742014889
109,0.029593517133502795
110,-0.045423006231954506
111,0.005794543779828762
112,0.00835276141235097
113,-0.008222681326689244
114,0.010081378010412338
115,0.04781778944815509
116,-0.0035809635119671114
117,-0.013085161877277166
118,0.03268998599275841
119,0.042838271094797334
120,0.037617118745123
121,-0.00770239706227994
122,-0.004870147176077622
123,0.013564858124388053
124,0.04613273732199402
125,-0.020066210657010843
126,0.009325340502415031
127,-0.0060764952066617636
128,0.00456461862097394
129,0.02059360233422707
130,0.004430858555077158
131,0.026872514492935737
132,-0.0027758054834793196
133,0.025790059130265164
134,0.09017342391947725
135,0.043216118477167394
136,-0.009503440722320483
137,0.027458298797705286
138,0.05404335993257424
139,-0.02078409542874764
140,0.010051162486423517
141,0.008334848567383268
142,-0.008913687811415088
143,0.013516008190679558
144,0.024964065919564186
145,0.0053368011402966185
146,-0.024102625840422588
147,0.008526117344012207
148,0.007560645666755069
149,0.004714956637047275
150,0.039032991140560976
151,0.017050665284688876
152,0.006181374643360872
153,0.01945955509179051
154,0.0352459848136683
155,-0.04063652448886802
156,0.0091389783660995
157,0.032765100883438675
158,-0.024597781612344473
159,0.0373404167018606
160,0.014707149244115893
161,-0.029491253369029583
162,0.009520776315486607
163,0.013361845881420772
164,-0.012195833320471857
165,0.03692346050993366
166,-0.01184481010775635
167,0.030384279945188747
168,-0.05935526708892783
169,0.02178131595509154
170,0.057917982259475094
171,-0.059381008911454425
172,0.026356613734394664
173,0.059979204129957886
174,-0.0535341697262265
175,0.04481332009477589
176,-0.004350115459331508
177,-0.014257686560112627
178,-0.004210113858330169
179,0.024248003098826118
180,-0.023397981781884476
181,0.0397859800374812
182,0.02828187476648716
183,-0.00469587124935762
184,0.005494174412701679
185,-0.014152265949849538
186,0.03637489090724706
187,0.07467989536954363
188,-0.05164819789487887
189,-0.005328863928024928
190,0.012469685182963973
191,-0.019999267487146654
192,-0.0010451324258748307
193,0.003578997248017988
194,-0.006406286376550499
195,-0.02483719679704873
196,0.0001718947630384946
197,-0.016469823698470335
198,0.017473971246433163
199,-0.019414529451267464
200,-0.019496300776784676
201,0.01093807380130972
202,0.02647179350792817
203,-0.0323798755014797
204,0.03632634763855816
205,0.05209006610986763
206,0.005959367208297933
207,0.007538818333007921
208,-0.03815895975649747
209,0.026713481621601143
210,0.022470265980274264
211,0.022495196042454892
212,0.03421982954077033
213,-0.003859415349753049
214,-0.0031343870869717317
215,-0.023556906418506277
216,0.03380175492347784
217,-0.019636536886330404
218,-0.005542952189934977
219,0.0334643873236934
220,0.032332288306087156
221,0.037753728991790074
222,-0.011814522427292331
223,-0.0034548339933224313
224,0.009663177119288251
225,-0.03062932333495839
226,-0.025998014091783452
227,0.035546624767577376
228,0.005950636274799074
229,0.0143352367318308
230,0.007843264540983644
231,0.037547902646290106
232,-0.04187979859563432
233,-0.05069690496499798
234,0.027312705069876167
235,-0.016279492956018958
236,0.031050644993634753
237,0.04407615150504265
238,0.04519087885124516
239,0.008718883367501488
240,-0.012711535648706139
241,0.01595518567824521
242,0.00926537847152617
243,-0.01718998139917584
244,-0.04457184845052851
245,0.019821167267241202
246,-0.0019756262517801335
247,-0.049905222158253264
248,0.06739169451401433
249,0.016219494846892498
250,-0.030071625938159346
251,0.02029602903051388
252,-0.027974740729810342
253,-0.018881058591015874
254,-0.0054154697373803495
255,0.021081307950084845
256,-0.032298338684506885
257,-0.018462605152228598
258,0.01119183008545942
259,0.009070574027612568
260,0.013239919477456327
261,-0.005024724385068792
262,-0.014449171806167156
263,0.013489454607806994
264,-0.010679807737460195
265,0.010626195476388685
266,-0.002181290245210911
267,-0.01960458960693685
268,0.05771055043240199
269,0.06171247482066947
270,0.015208420277310739
271,0.02304840169867291
272,-0.04690852766507656
273,0.008050858720125946
274,-0.013966444987097986
275,0.011285417033790171
276,-0.002220561406836979
277,-0.04704102499265739
278,0.031128988886580097
279,-0.006433886228313423
280,-0.02334581265031691
281,0.020219651401517658
282,0.04465094998646343
283,0.0015480630579992121
284,0.013556920912116362
285,-0.008812380120238241
286,-0.009310331955574016
287,-0.027134117793763134
288,0.04670888873732475
289,0.027846248086602955
290,-0.020106221422507682
291,0.016758377442783877
292,-0.001767346586123458
293,-0.01836820644355188
294,0.0002748440140260787
295,0.0048590891962536535
296,0.019104310725275967
297,-0.01580060846925404
298,0.02141955946669045
299,0.01229393004850243
300,-0.047388278029543845
301,-0.0030551773163240213
302,-0.0419214148427043
303,-0.014326415602737945
304,-0.013988813494409115
305,-0.0031790699842375886
306,0.014780911200886216
307,0.03189310791979949
308,0.00011407938728674991
309,0.009530120579024642
310,0.04126060584284848
311,-0.024190584583687957
312,0.021315419633862114
313,0.0167988031080131
314,0.0015908879260287416
315,0.013055234979189131
316,0.021682551779665393
317,-0.004905702279231035
318,0.060163185102591915
319,0.011675873760200938
320,0.034149909916304254
321,0.002618973384638237
322,-0.0033036842169031277
323,-0.026626460912513337
324,0.06383091677598364
325,0.019032749540999157
326,-0.013406943678419013
327,0.04065223656134221
328,-0.009420352541130925
329,0.006761458586589844
330,-0.008666894627121915
331,0.02491824655781397
332,0.02239980518224421
333,-0.036632994619027394
334,0.0103694446985183
335,0.018705213260960335
336,-0.0052845237740162575
337,0.005320421620426857
338,-0.026820868495813353
339,-0.06163544778339648
340,0.0022604819767398214
341,0.06001452472456691
342,0.0266427682759079
343,-0.02135447432606259
344,0.019721934074726274
345,0.013997472271432776
346,-0.012540903623983595
347,-0.0006925758880613835
348,0.02190589410951948
349,-0.007001956118422063
350,0.00012625579247627493
351,0.0428725273813972
352,-0.029305684953941223
353,-0.017033708513017536
354,0.020878241589761166
355,-0.014972414486059545
356,-0.00011743466338341903
357,-0.002330131014423905
358,-0.02781020592724196
359,-0.01250105521055595
360,0.031012510296493042
361,-0.06596680255917672
362,0.02062125630334639
363,-0.005853513659183662
364,0.06215630929960736
365,-0.006848389100083653
366,0.026430664317065772
367,0.00015342270538801518
368,0.011409309701703738
369,-0.01622099209375284
370,0.0006711454149278195
371,-0.003614263725270612
372,0.056134797327045856
373,0.022118845906945173
374,0.012795652059667258
375,0.03301102819002948
376,-0.010451486610817502
377,0.02744283927289429
378,2.3360658845088732e-05
379,0.049651574108816356
380,0.04486750960764898
381,-0.030494174256914062
382,0.024525931802166875
383,0.030682466578941116
384,-0.0469638356033152
385,-0.003807047787878692
386,0.004266648456647163
387,-0.036436007441739075
388,0.008474597620721417
389,-0.016829650001159897
390,0.013043599747563587
391,0.028092031080243367
392,0.005212006516443086
393,0.03391431902478544
394,0.019229087310010697
395,0.013215602745314876
396,-0.0188086495681555
397,0.07170574977486605
398,-0.029992217737204844
399,0.0015063205370976405
400,0.026673344582272707
401,-0.02844134057667294
402,0.011787211201430196
403,-0.02332421982511415
404,0.0076188579031203985
405,0.0254071427555125
406,0.02802611614015074
407,0.015774307434044666
408,-0.009593455925128972
409,0.04319084567172958
410,0.02772300482696616
411,-0.005810815064985727
412,-0.04118718662933534
413,-0.0368431323139204
414,-0.04802976713316562
415,0.008562267738085997
416,0.023531886160731652
417,0.004116869653256606
418,0.07510311113569393
419,0.06049286803776785
420,0.02921505642109356
421,-0.01871731750967466
422,-0.0032118651022147093
423,-0.041603691843292295
424,-0.0029767612669034803
425,0.04381149959313817
426,0.017611032471070216
427,-0.018749986353820188
428,-0.019240289602785062
429,-0.015642694023284998
430,-0.015361482200322768
431,-0.035551675720841176
432,0.02690220688247938
433,0.04661174808259053
434,0.02787765419243253
435,0.04593161918650067
436,0.0054542358036800374
437,0.0031297690725591116
438,0.05694300396661073
439,0.04029762356398564
440,0.036347615759622524
441,0.019018624910979307
442,0.04657056477437174
443,0.024109137962309134
444,0.002821498571397937
445,-0.02102475531264905
446,0.04500718650451193
447,-0.011905349390446789
448,-0.006216695237969895
449,-0.014208511922265745
450,0.007207078938288861
451,-0.007214456937877773
452,0.059316988078835724
453,0.0714402861026156
454,0.028575930442034488
455,0.05166674210900455
456,0.008738455811398723
457,-0.0006160900243523671
458,0.03775719250259954
459,0.003933934949512942
460,-0.014133234679516282
461,0.03185490106618258
462,0.028667262500515326
463,0.0597148949613106
464,0.019914086768176378
465,0.025531648753465242
466,-0.004083479244359109
467,0.007608918348661986
468,-0.012235429186236312
469,0.014724304446094023
470,-0.0031668755399292645
471,0.00181343653465566
472,0.030057501308139497
473,0.049712275743575986
474,0.033775219379724074
475,0.03484124110516849
476,0.011114496383166838
477,-0.019394091129667862
478,-0.001707005733739812
479,0.01695982028241562
480,0.0022562788620595856
481,0.010475983734146946
482,0.03416773256567796
483,0.053568696599608355
484,0.05147495019793043
485,-0.05437600128323326
486,0.03353326067926911
487,0.06763320223649931
488,-0.013915430359133577
489,0.041780872068138984
490,0.01617457744108225
491,0.03287189246673051
492,-0.016872727416852615
493,0.0020185052371660605
494,-0.01526477448443974
495,-0.012950247307777227
496,0.03830015193933956
497,0.0079110735885502
498,0.01252717585457733
499,-0.026827993947739076
500,-0.019724946607565755
501,0.026402721722045663
502,0.036885434047504745
503,-0.020320165371467337
504,0.0028785021868037134
505,0.015120786238183758
506,-0.019906023282073092
507,0.02797863717947099
508,0.01105545434733674
509,-0.0222309229520452
510,0.03146323571881226
511,0.035795167746394074
512,-0.010254174729390797
513,0.014453392959966192
514,0.003829578647259013
515,-0.012035303202276918
516,0.05041841704897444
517,-0.005114883900827675
518,0.0020579387508613224
519,-0.027964332158263147
520,0.00018143745688332236
521,0.014735254191205197
522,0.037276504103954694
523,0.0969144622235863
524,0.03261784755668002
525,0.039729391321807805
526,0.0025218327299040264
527,-0.015866343018158674
528,-0.0037627617512264195
529,-0.018909776868144355
530,0.03479267979736078
531,0.03943014038004628
532,-0.014921706523114723
533,-0.003545336252338501
534,0.04326136058711603
535,-0.004286383252613594
536,0.04195888209245044
537,0.0009781712168918427
538,0.04799603398101094
539,0.024089727870481092
540,0.04425612779330323
541,0.04107446017595854
542,-0.06102973025235371
543,0.033245248108519546
544,-0.008381064789747065
545,0.008712389284733741
546,0.019832928772698342
547,-0.021201069659793372
548,0.029637135722759493
549,0.048985641999221535
550,0.0036455255181497928
551,-0.01482822780949677
552,-0.0031340263045957456
553,0.03702631956532725
554,-0.04181193543071137
555,0.05233173618442181
556,0.012256408681399893
557,0.023473114711683545
558,-0.0006750959819448654
559,0.017051170380015256
560,0.038259221178783956
561,0.01887395117820895
562,0.06721889779503588
563,0.027819856855799584
564,0.01628375018805559
565,-0.023202798516476088
566,0.02366571838310363
567,0.026690571940726035
568,0.04014295615940047
569,0.045286107359386644
570,0.03530693899609112
571,-0.0484353226020114
572,-0.0259993489865746
573,0.06095658162562256
574,0.01686955253194394
575,0.06195261157012571
576,0.03545798053779763
577,-0.0009451415903703312
578,-0.024440570692008605
579,-0.018783647349499673
580,-0.02270567648060508
581,0.0320365369533727
582,0.020622356689593148
583,-0.007373417652737173
584,-0.0032948089704538737
585,-0.009768002438630963
586,-0.029197161615244657
587,0.008397696857280017
588,-0.051016864815141096
589,-0.05879535088051647
590,-0.017151107098163358
591,-0.03392696444706375
592,-0.051381453445193674
593,-0.028856204230819155
594,0.014291870690237293
595,-0.03811337490329165
596,-0.026252221353903135
597,0.04262490439763926
598,0.027188884558437796
599,0.050105312063975053
600,0.024938107627611998
601,0.02748515904559744
602,0.0495017411880694
603,0.014118839462714442
604,0.01898113962211437
605,0.06761391841850287
606,0.025778532133352412
607,0.016049854973703915
608,0.012521980588363135
609,0.02914526307045908
610,0.01569722627941527
611,0.029102817023924338
612,0.03996173517194274
613,0.04903167783039734
614,-0.03874858639357127
615,0.00021477374842442196
616,0.038328816099111644
617,0.0006786496883483267
618,0.03859750877362716
619,0.036810824252150855
620,0.012305547241009176
621,-0.01700208593776237
622,-0.050340506094880284
623,-0.00476252579332102
624,0.05789795883760788
625,-0.004124211574607919
626,-0.014013509048045351
627,-0.05340329591933761
628,0.04358211415848632
629,0.021125124969648336
630,-0.011007398134855415
631,0.04538757740263269
632,-0.01445470981563854
633,0.012153531586887506
634,-0.00037416740213500423
635,-0.0020348667179170225
636,-0.010939769478476854
637,0.016117483630082478
638,0.023888104639661355
639,0.016914596211585784
640,-0.040649548732641115
641,0.05697798181796256
642,-0.01016361835301833
643,-0.02185439242534749
644,0.013361881959658371
645,0.07613835812446675
646,0.012360692827178625
647,0.037648615046546575
648,0.011022731385834818
649,0.02687633878612119
650,-0.02149956295856533
651,-0.022377111970794696
652,0.03893061914137497
653,0.04108795343682041
654,-0.0018992125445463142
655,-0.04088167611335046
656,0.03932044449862776
657,0.0453077723410646
658,0.015418521893966143
659,-0.031189834834290126
660,0.04552646057826847
661,0.06176518512580102
662,0.010570382442823663
663,-0.006776142429292471
664,0.039498256092632425
665,0.0014514094594725825
666,-0.031956046405290234
667,-0.019940117216603763
668,0.056926173468770984
669,0.04375377441298042
670,-0.029306731222831582
671,0.057152257744682564
672,-0.031441264072114714
673,0.03255337574609134
674,0.0005540354556827878
675,0.01744871648011415
676,-0.022498388966482367
677,0.054519682864469655
678,0.0005740949557876053
679,0.039641486695898835
680,0.03310611238522057
681,0.024542112891729844
682,-0.019086379841189466
683,0.02162387052621128
684,0.011045514792878328
685,0.04771934997686733
686,-0.029927294948646176
687,0.0037705546505477157
688,0.042671445324141445
689,0.052913515804817915
690,0.005055968138829173
691,0.0028070311981209014
692,-0.02942391333855181
693,0.015493113650201234
694,-0.029001852076004676
695,0.0062249751934987715
696,-0.027564531168314345
697,0.004675919983965599
698,0.025261494910326983
699,-0.005391243200832895
700,0.010904466922986631
701,0.039713841601402816
702,0.01987739520053861
703,0.02996634964084665
704,-0.01801211423845377
705,0.006833921726806617
706,0.010651396125351303
707,-0.024499576649601104
708,0.022767857323106256
709,0.01596211269986414
710,-0.013549470756052253
711,0.0381862529432408
712,0.0035009059027358343
713,0.0058310910345161365
714,0.0006758536249344358
715,0.017695852407664508
716,-0.031741813830429795
717,-0.002051029768361192
718,0.01832301845095964
719,0.05333738097924498
720,0.048805377085060164
721,-0.05358181103897544
722,0.04654411942621198
723,0.0003747085756989831
724,0.017135034243313186
725,0.019935084302458758
726,0.01534223446056392
727,-0.022231788829747568
728,-0.005957238592279616
729,0.0025291926903741394
730,-0.036003645842357546
731,0.0030139759689864288
732,-0.015380062492686043
733,0.02052258232351424
734,0.025532135809672823
735,0.04811873606708375
736,0.019127833736190248
737,0.03905959884078994
738,0.025347343076692834
739,0.005434248460050417
740,-0.01687779640923522
741,-0.00863115913278051
742,0.054762741951171374
743,-0.03435750409544656
744,0.02234422665722358
745,0.009090831958024178
746,-0.004584136947514778
747,0.0034826503145109463
748,0.04193528692506096
749,0.0074509497853365485
750,0.011692090928001506
751,0.0009075300276737984
752,-0.011756129799739008
753,0.029924408689638287
754,-0.02066233137685239
755,-0.0534905872152074
756,-0.030374159999542343
757,-0.01294074069217
758,0.08120704384204942
759,-0.004329695176850704
760,-0.02690267589956816
761,0.05066203534835894
762,-0.06460605771078941
763,0.006137034489352202
764,-0.010749745401045067
765,-0.025213727323746445
766,0.0075741750058545415
767,0.0806227387450214
768,0.0015522120553230503
769,0.025217100638961914
770,0.025364390043958168
771,0.011800073093134094
772,-0.0036179797837432672
773,-0.019350454501292365
774,-0.051599149530863586
775,0.01737639765284777
776,0.06183512278938589
777,-0.033945418465595435
778,0.0229692821236192
779,0.047794699376091994
780,-0.045278188186233755
781,-0.011789808834537294
782,0.02139141844136355
783,0.028042333307951306
784,0.02274909663955499
785,0.013432829813896003
786,-0.011577777032170366
787,0.054598261265959395
788,0.01600363875134012
789,-0.010230236818744132
790,0.04152127110949831
791,-0.021339447740102775
792,0.021436642512193384
793,-0.007916142580932801
794,0.013242066132593443
795,0.02664431964012464
796,0.005595752690660517
797,0.0025044790976191033
798,0.013330620166779189
799,-0.021155340493637157
800,0.045705751380014675
801,0.036032815097456004
802,-0.016632969488891168
803,-0.005527384430411184
804,0.010340383678132635
805,-0.0002815906444570155
806,0.023877118816312586
807,0.012721348929332956
808,-0.0216695816532487
809,-0.0001959589475167559
810,-0.013257706048592433
811,0.0320056900602259
812,-0.04420958686680104
813,0.02443943422752425
814,-0.029743241819536956
815,0.02459734867349329
816,0.01566138255036107
817,0.05126903365683646
818,0.003947716836275605
819,-0.01986088940683725
820,0.04346843163181315
821,-0.03442125434128327
822,0.044347658282090856
823,0.0017406847685380981
824,-0.009940528570827433
825,-0.0024910219149948285
826,0.04767582158320463
827,0.005970876166091884
828,0.04723629845365977
829,-0.02092180606166147
830,-0.0043003094523266505
831,0.006331189524989029
832,0.04302690616008158
833,0.019678586072251564
834,0.0011909245840107435
835,0.0024099721542295903
836,0.007069133796830642
837,-0.012764678892688867
838,0.013785747134085436
839,-0.01510918708479581
840,-0.00019576051720996364
841,0.039690805646696116
842,-0.0021417845750404518
843,-0.0044087245563104215
844,0.029198460431798207
845,0.025616306337990342
846,-0.03137605265765526
847,0.012036457705880074
848,0.04248515534430111
849,-0.04334224799581207
850,0.05333732686188858
851,0.029226439105055915
852,0.03459361812141055
853,-0.026320463340320874
854,0.03566180454111088
855,0.0014923943373845836
856,0.05636501256116248
857,0.03103228117069707
858,-0.008612975701030819
859,-0.009146338326569614
860,0.004258043796979899
861,0.024854081412244874
862,0.04124141222044603
863,-0.009066515225882726
864,-0.01580490177952827
865,0.036435321955224705
866,0.011034420734816761
867,0.007412815088194836
868,-0.056908801797367264
869,-0.038484421537874375
870,-0.002612154597732103
871,0.047685165846742664
872,0.0030301029411929996
873,0.051717558306662165
874,-0.020203632664023884
875,0.01931387116836739
876,-0.014562944528434318
877,0.015569004222989874
878,-0.03763140572721205
879,0.0124741588844262
880,0.02357501769378077
881,0.028544578453561315
882,-0.0172910365426895
883,-0.03609726886892589
884,-0.024777451235585463
885,-0.03022786274608005
886,0.04143735312884398
887,-0.0017740210600791977
888,0.04300874076745068
889,-0.018249130220357724
890,-0.030976053237399666
891,0.025651067719916584
892,0.08099944966290712
893,0.0709635482709878
894,0.05733899870249288
895,-0.023930694999146494
896,0.04512299764720341
897,0.007440469057314157
898,0.006741615555910618
899,-0.013642300061393432
900,-0.05504386357853961
901,0.03190366080429708
902,0.03193721356526377
903,-0.00458437145605917
904,0.05344042042582656
905,0.01494614952908777
906,-0.009796738754878243
907,0.030668341948921266
908,-0.008457785162000473
909,-0.013347252234312141
910,0.021389145512394837
911,0.012976566382105401
912,0.03654694802235475
913,-0.008234551066859181
914,0.0038054603454243537
915,0.016307778294296256
916,-0.0017330722604047952
917,0.007622790431018645
918,0.01629019015346694
919,0.029088818667736084
920,0.010934844799044646
921,0.014594314556026295
922,0.023376641504344906
923,0.019969575097603012
924,0.010174513980773105
925,0.06853876600022399
926,0.0209979311429945
927,0.03087893062178425
928,0.017321197949321923
929,0.010386960682872419
930,0.0013279497304101984
931,-0.030834319880993593
932,-0.011699378731996422
933,0.02780795103739205
934,0.005907234154967966
935,0.023862164386827967
936,0.04730145575076283
937,0.006053477291073862
938,0.0659008876190841
939,-0.06722896362332588
940,0.01125159368604149
941,-0.03632600489530097
942,0.03491651834791795
943,-0.04805107133246759
944,-0.00926124751332113
945,0.005659160193240044
946,0.0011116606960066356
947,-0.020957758025428465
948,0.07839164249280564
949,0.02027604168688426
950,0.03680001881999008
951,0.0332797930210202
952,-0.015107725916173067
953,-0.019526750809317886
954,0.021174425881326814
955,-0.029845541662247763
956,0.026649605101932834
957,0.036822152818756816
958,-0.028314742040939478
959,0.00756037507997308
960,0.025078325698038927
961,0.0686744201735947
962,0.02135811822806005
963,0.0003197614198363265
964,0.01961286956246573
965,0.05090709677724738
966,0.03900887283872632
967,0.03669488683562778
968,0.015643794409531755
969,-0.01724637168454244
970,0.02658587289521492
971,0.018356048077481153
972,0.011306071824815364
973,0.03953509197322059
974,0.029560234959318095
975,0.026514185437106517
976,0.02738282312464903
977,0.047215499349684185
978,-0.009717132123616946
979,-0.013862359271626047
980,-0.006395553100864918
981,0.03874892913682845
982,-0.018766672538709537
983,0.009147312438984775
984,-0.027024566225295008
985,0.011310329056851998
986,0.007981011252135071
987,-0.03447347759020723
988,-0.037680381934752136
989,0.06181488289809308
990,0.04089619760398389
991,0.00833739208313397
992,0.010171158704676437
993,0.017677163880588438
994,-0.002116854512859824
995,0.020153592148474633
996,0.01986604859481385
997,-0.03016279564457099
998,-0.030572806775760193
999,-0.01344522268851112
